Probability,real,muestra,r_proba
0.34086658591563307,0,train,"(0.2, 0.4]"
0.2986223346089405,1,train,"(0.2, 0.4]"
0.3019665977306569,1,train,"(0.2, 0.4]"
0.2899994381028255,0,train,"(0.2, 0.4]"
0.30180788621577354,0,train,"(0.2, 0.4]"
0.3122081279445143,1,train,"(0.2, 0.4]"
0.2971773544479496,1,train,"(0.2, 0.4]"
0.41397041557846725,1,train,"(0.4, 0.6]"
0.2990267001608767,0,train,"(0.2, 0.4]"
0.5,1,train,"(0.4, 0.6]"
0.3034041276928427,0,train,"(0.2, 0.4]"
0.7449350255399482,1,train,"(0.6, 0.8]"
0.7925413878737944,1,train,"(0.6, 0.8]"
0.29508900238152763,0,train,"(0.2, 0.4]"
0.2982942929946551,0,train,"(0.2, 0.4]"
0.29732375387177296,0,train,"(0.2, 0.4]"
0.36239783177931134,0,train,"(0.2, 0.4]"
0.29775238899375744,0,train,"(0.2, 0.4]"
0.30376652058629633,0,train,"(0.2, 0.4]"
0.3211138528362245,0,train,"(0.2, 0.4]"
0.3662716129036664,1,train,"(0.2, 0.4]"
0.43308955219369516,1,train,"(0.4, 0.6]"
0.5531486277290528,1,train,"(0.4, 0.6]"
0.44094548370327563,1,train,"(0.4, 0.6]"
0.7410978343413187,1,train,"(0.6, 0.8]"
0.3023469491549279,0,train,"(0.2, 0.4]"
0.2957585778983155,0,train,"(0.2, 0.4]"
0.31047196347949674,0,train,"(0.2, 0.4]"
0.30413249912989737,1,train,"(0.2, 0.4]"
0.4505920285995475,1,train,"(0.4, 0.6]"
0.2989847085130448,0,train,"(0.2, 0.4]"
0.696153522815711,1,train,"(0.6, 0.8]"
0.29259700090775165,0,train,"(0.2, 0.4]"
0.3125386145732235,1,train,"(0.2, 0.4]"
0.30487838946400597,1,train,"(0.2, 0.4]"
0.771810179839458,1,train,"(0.6, 0.8]"
0.2992920270599757,0,train,"(0.2, 0.4]"
0.311652535193004,1,train,"(0.2, 0.4]"
0.30125317673662694,0,train,"(0.2, 0.4]"
0.2990267001608767,0,train,"(0.2, 0.4]"
0.5250014788839056,0,train,"(0.4, 0.6]"
0.3737148781441211,1,train,"(0.2, 0.4]"
0.3462267630998071,1,train,"(0.2, 0.4]"
0.3025986872144669,0,train,"(0.2, 0.4]"
0.3204215199675104,1,train,"(0.2, 0.4]"
0.4719872725730431,1,train,"(0.4, 0.6]"
0.2988603435599819,0,train,"(0.2, 0.4]"
0.2957585778983155,0,train,"(0.2, 0.4]"
0.36141737629115384,0,train,"(0.2, 0.4]"
0.3111188482744415,1,train,"(0.2, 0.4]"
0.2955388539243915,0,train,"(0.2, 0.4]"
0.3676134788775326,1,train,"(0.2, 0.4]"
0.2937172283390015,0,train,"(0.2, 0.4]"
0.2947797060812104,0,train,"(0.2, 0.4]"
0.3011128188435001,0,train,"(0.2, 0.4]"
0.356467563310753,1,train,"(0.2, 0.4]"
0.29260031671095,0,train,"(0.2, 0.4]"
0.7525502804174309,1,train,"(0.6, 0.8]"
0.3071714202761826,1,train,"(0.2, 0.4]"
0.29557077054428976,1,train,"(0.2, 0.4]"
0.30810617858139666,0,train,"(0.2, 0.4]"
0.361757434598597,1,train,"(0.2, 0.4]"
0.32974077486665687,0,train,"(0.2, 0.4]"
0.316761441528742,0,train,"(0.2, 0.4]"
0.2914670033072701,0,train,"(0.2, 0.4]"
0.29755087422187676,0,train,"(0.2, 0.4]"
0.2957585778983155,0,train,"(0.2, 0.4]"
0.3002740806340176,0,train,"(0.2, 0.4]"
0.3033959296947194,0,train,"(0.2, 0.4]"
0.29707659316805934,1,train,"(0.2, 0.4]"
0.29894526098085933,0,train,"(0.2, 0.4]"
0.2909289008118339,0,train,"(0.2, 0.4]"
0.3013494192498557,1,train,"(0.2, 0.4]"
0.3044934924851114,0,train,"(0.2, 0.4]"
0.3092051409758743,0,train,"(0.2, 0.4]"
0.3015378648006711,0,train,"(0.2, 0.4]"
0.6904533554823457,1,train,"(0.6, 0.8]"
0.30926774117616307,0,train,"(0.2, 0.4]"
0.29651020920656007,0,train,"(0.2, 0.4]"
0.31788120000514475,1,train,"(0.2, 0.4]"
0.3327491851623322,0,train,"(0.2, 0.4]"
0.3092980025125779,1,train,"(0.2, 0.4]"
0.3074996865464433,0,train,"(0.2, 0.4]"
0.29645252913687153,0,train,"(0.2, 0.4]"
0.29472732548958125,0,train,"(0.2, 0.4]"
0.30651882734628044,0,train,"(0.2, 0.4]"
0.4068917109164596,1,train,"(0.4, 0.6]"
0.300238367237348,0,train,"(0.2, 0.4]"
0.2992763803929604,0,train,"(0.2, 0.4]"
0.2986223346089405,0,train,"(0.2, 0.4]"
0.33308102637271075,0,train,"(0.2, 0.4]"
0.35913071532024776,1,train,"(0.2, 0.4]"
0.3031860273383125,0,train,"(0.2, 0.4]"
0.3095486645729907,0,train,"(0.2, 0.4]"
0.30133853736613125,1,train,"(0.2, 0.4]"
0.6221576107009461,0,train,"(0.6, 0.8]"
0.2992780397947132,0,train,"(0.2, 0.4]"
0.30320690148811286,1,train,"(0.2, 0.4]"
0.3048728001468025,1,train,"(0.2, 0.4]"
0.7208891148159601,1,train,"(0.6, 0.8]"
0.29510283974625023,0,train,"(0.2, 0.4]"
0.30926774117616307,0,train,"(0.2, 0.4]"
0.3333947103690973,0,train,"(0.2, 0.4]"
0.6998716138594537,1,train,"(0.6, 0.8]"
0.4498634991141206,1,train,"(0.4, 0.6]"
0.6075312845256772,0,train,"(0.6, 0.8]"
0.6116040260759786,1,train,"(0.6, 0.8]"
0.7573270196263678,1,train,"(0.6, 0.8]"
0.3013928669687564,0,train,"(0.2, 0.4]"
0.7597732322045868,1,train,"(0.6, 0.8]"
0.2960276973002491,0,train,"(0.2, 0.4]"
0.7155646484301786,1,train,"(0.6, 0.8]"
0.2992780397947132,0,train,"(0.2, 0.4]"
0.29340667570221884,0,train,"(0.2, 0.4]"
0.2959049844935205,0,train,"(0.2, 0.4]"
0.30201482394352824,0,train,"(0.2, 0.4]"
0.36375786997954823,1,train,"(0.2, 0.4]"
0.30283054725059755,1,train,"(0.2, 0.4]"
0.34856684966665263,1,train,"(0.2, 0.4]"
0.7643152785802124,1,train,"(0.6, 0.8]"
0.297635392578377,0,train,"(0.2, 0.4]"
0.29488945317580256,1,train,"(0.2, 0.4]"
0.29580503420468507,1,train,"(0.2, 0.4]"
0.30438480765734427,1,train,"(0.2, 0.4]"
0.3696722872654358,0,train,"(0.2, 0.4]"
0.3023469491549279,0,train,"(0.2, 0.4]"
0.30428385544053954,0,train,"(0.2, 0.4]"
0.2992763803929604,0,train,"(0.2, 0.4]"
0.3019838068241583,0,train,"(0.2, 0.4]"
0.3047355636583659,1,train,"(0.2, 0.4]"
0.29259700090775165,0,train,"(0.2, 0.4]"
0.30394596129265256,0,train,"(0.2, 0.4]"
0.3016165222162789,0,train,"(0.2, 0.4]"
0.30269804145261164,0,train,"(0.2, 0.4]"
0.4779308230862632,0,train,"(0.4, 0.6]"
0.30137592262087937,0,train,"(0.2, 0.4]"
0.2957006399356738,0,train,"(0.2, 0.4]"
0.688384258067009,1,train,"(0.6, 0.8]"
0.2990807897949754,0,train,"(0.2, 0.4]"
0.3083107440764847,1,train,"(0.2, 0.4]"
0.2969568184238215,0,train,"(0.2, 0.4]"
0.6855192185990255,0,train,"(0.6, 0.8]"
0.30033845640445694,0,train,"(0.2, 0.4]"
0.3571091026265707,0,train,"(0.2, 0.4]"
0.29345939217181094,0,train,"(0.2, 0.4]"
0.30102743075118527,1,train,"(0.2, 0.4]"
0.3001246884315733,1,train,"(0.2, 0.4]"
0.2960175712069049,0,train,"(0.2, 0.4]"
0.3047086903529595,1,train,"(0.2, 0.4]"
0.30458957800280695,0,train,"(0.2, 0.4]"
0.300373731950238,0,train,"(0.2, 0.4]"
0.30551008955780246,1,train,"(0.2, 0.4]"
0.531067411365812,0,train,"(0.4, 0.6]"
0.30549766068083695,1,train,"(0.2, 0.4]"
0.29851432001239303,0,train,"(0.2, 0.4]"
0.35563908197872257,1,train,"(0.2, 0.4]"
0.7394828590569912,0,train,"(0.6, 0.8]"
0.3042269666732078,0,train,"(0.2, 0.4]"
0.30122704530277317,0,train,"(0.2, 0.4]"
0.7573198331709634,0,train,"(0.6, 0.8]"
0.31751812785096784,1,train,"(0.2, 0.4]"
0.37255970749807427,0,train,"(0.2, 0.4]"
0.30003121524878085,0,train,"(0.2, 0.4]"
0.30940352946598665,0,train,"(0.2, 0.4]"
0.29599137845548806,0,train,"(0.2, 0.4]"
0.3002153804674453,0,train,"(0.2, 0.4]"
0.3613124104834242,1,train,"(0.2, 0.4]"
0.2982556342537672,1,train,"(0.2, 0.4]"
0.29849240337206323,1,train,"(0.2, 0.4]"
0.30667182615362426,1,train,"(0.2, 0.4]"
0.3029243282220141,1,train,"(0.2, 0.4]"
0.297901182504123,0,train,"(0.2, 0.4]"
0.7450107678924937,1,train,"(0.6, 0.8]"
0.3031770156902481,1,train,"(0.2, 0.4]"
0.30137856564471105,0,train,"(0.2, 0.4]"
0.7449592957418651,1,train,"(0.6, 0.8]"
0.531067411365812,0,train,"(0.4, 0.6]"
0.2934216765379127,1,train,"(0.2, 0.4]"
0.7449732842116025,1,train,"(0.6, 0.8]"
0.3526605261798941,0,train,"(0.2, 0.4]"
0.30546521630624507,1,train,"(0.2, 0.4]"
0.287878177421947,0,train,"(0.2, 0.4]"
0.33855958334144765,1,train,"(0.2, 0.4]"
0.3056895594005263,0,train,"(0.2, 0.4]"
0.3209950681055662,1,train,"(0.2, 0.4]"
0.2957006399356738,0,train,"(0.2, 0.4]"
0.31191289041510417,0,train,"(0.2, 0.4]"
0.29503694724164475,0,train,"(0.2, 0.4]"
0.6333356524293373,0,train,"(0.6, 0.8]"
0.34402939073008265,0,train,"(0.2, 0.4]"
0.35224383005837756,0,train,"(0.2, 0.4]"
0.2957006399356738,0,train,"(0.2, 0.4]"
0.29249256203456125,0,train,"(0.2, 0.4]"
0.31160121169492233,1,train,"(0.2, 0.4]"
0.2977617753985624,0,train,"(0.2, 0.4]"
0.3316717522896226,0,train,"(0.2, 0.4]"
0.2984791310124537,0,train,"(0.2, 0.4]"
0.37397270152459566,0,train,"(0.2, 0.4]"
0.3041168619395024,1,train,"(0.2, 0.4]"
0.2957006399356738,0,train,"(0.2, 0.4]"
0.29994894689260054,0,train,"(0.2, 0.4]"
0.2992780397947132,0,train,"(0.2, 0.4]"
0.3303881028099893,0,train,"(0.2, 0.4]"
0.2977637421857897,1,train,"(0.2, 0.4]"
0.30742430378650754,0,train,"(0.2, 0.4]"
0.29340667570221884,0,train,"(0.2, 0.4]"
0.29353631699934885,0,train,"(0.2, 0.4]"
0.3013540091873433,0,train,"(0.2, 0.4]"
0.3065493665169924,1,train,"(0.2, 0.4]"
0.3486059565176615,0,train,"(0.2, 0.4]"
0.3662716129036664,1,train,"(0.2, 0.4]"
0.2992763803929604,0,train,"(0.2, 0.4]"
0.29465764626140856,0,train,"(0.2, 0.4]"
0.3230171024757711,1,train,"(0.2, 0.4]"
0.31880828838639363,1,train,"(0.2, 0.4]"
0.2949413364947671,0,train,"(0.2, 0.4]"
0.29523455150897904,0,train,"(0.2, 0.4]"
0.30038713065769657,0,train,"(0.2, 0.4]"
0.3001803263573209,0,train,"(0.2, 0.4]"
0.6884701794621542,0,train,"(0.6, 0.8]"
0.29476559170811834,1,train,"(0.2, 0.4]"
0.30071414611737846,0,train,"(0.2, 0.4]"
0.2968368520896178,0,train,"(0.2, 0.4]"
0.3117694271973813,1,train,"(0.2, 0.4]"
0.300376259508599,0,train,"(0.2, 0.4]"
0.3469935709326829,0,train,"(0.2, 0.4]"
0.2986286757227817,0,train,"(0.2, 0.4]"
0.3057519475992559,0,train,"(0.2, 0.4]"
0.3185590782223048,0,train,"(0.2, 0.4]"
0.3074996865464433,1,train,"(0.2, 0.4]"
0.38991628945860046,1,train,"(0.2, 0.4]"
0.2943607505965399,0,train,"(0.2, 0.4]"
0.3042363590861389,0,train,"(0.2, 0.4]"
0.34292955080197285,0,train,"(0.2, 0.4]"
0.2975593179325848,0,train,"(0.2, 0.4]"
0.35844630367953356,0,train,"(0.2, 0.4]"
0.3101034263229469,1,train,"(0.2, 0.4]"
0.5708485769689571,1,train,"(0.4, 0.6]"
0.29062729140648125,0,train,"(0.2, 0.4]"
0.3205241004395278,1,train,"(0.2, 0.4]"
0.3018101314237003,1,train,"(0.2, 0.4]"
0.29400249251661403,0,train,"(0.2, 0.4]"
0.3053335923412929,1,train,"(0.2, 0.4]"
0.30051672953328495,1,train,"(0.2, 0.4]"
0.2963974556937909,0,train,"(0.2, 0.4]"
0.2992763803929604,1,train,"(0.2, 0.4]"
0.3143966635362057,0,train,"(0.2, 0.4]"
0.28976893873269516,0,train,"(0.2, 0.4]"
0.30759563037072135,1,train,"(0.2, 0.4]"
0.29580503420468507,0,train,"(0.2, 0.4]"
0.43328471062020457,1,train,"(0.4, 0.6]"
0.29476559170811834,0,train,"(0.2, 0.4]"
0.2988231476186385,0,train,"(0.2, 0.4]"
0.6986295298909059,0,train,"(0.6, 0.8]"
0.3101974916834898,0,train,"(0.2, 0.4]"
0.6310373958327448,0,train,"(0.6, 0.8]"
0.2971001487030854,1,train,"(0.2, 0.4]"
0.29887695036117695,0,train,"(0.2, 0.4]"
0.3064231844432278,0,train,"(0.2, 0.4]"
0.7066677788629346,0,train,"(0.6, 0.8]"
0.7590950515190866,1,train,"(0.6, 0.8]"
0.29503694724164475,0,train,"(0.2, 0.4]"
0.3537760130028439,0,train,"(0.2, 0.4]"
0.29626252972895856,1,train,"(0.2, 0.4]"
0.30124680458202313,0,train,"(0.2, 0.4]"
0.4779308230862632,0,train,"(0.4, 0.6]"
0.2967966358486537,0,train,"(0.2, 0.4]"
0.35028484752439965,1,train,"(0.2, 0.4]"
0.29814975998680887,0,train,"(0.2, 0.4]"
0.7611853224398949,1,train,"(0.6, 0.8]"
0.2999122447850366,1,train,"(0.2, 0.4]"
0.30306683053051997,1,train,"(0.2, 0.4]"
0.745105821701258,1,train,"(0.6, 0.8]"
0.37274565906215024,1,train,"(0.2, 0.4]"
0.30715074635828504,0,train,"(0.2, 0.4]"
0.30123974491762673,0,train,"(0.2, 0.4]"
0.2952619058408137,0,train,"(0.2, 0.4]"
0.7418222142044701,1,train,"(0.6, 0.8]"
0.2960465970733522,1,train,"(0.2, 0.4]"
0.30428946877878105,0,train,"(0.2, 0.4]"
0.2955388539243915,1,train,"(0.2, 0.4]"
0.3146473864705428,0,train,"(0.2, 0.4]"
0.39519502626533365,1,train,"(0.2, 0.4]"
0.2955569198545998,0,train,"(0.2, 0.4]"
0.5601440115134279,0,train,"(0.4, 0.6]"
0.30372788737356565,0,train,"(0.2, 0.4]"
0.3019326963203878,0,train,"(0.2, 0.4]"
0.36188187764335955,1,train,"(0.2, 0.4]"
0.29825534037668905,0,train,"(0.2, 0.4]"
0.3014766734149173,0,train,"(0.2, 0.4]"
0.30311163705587685,0,train,"(0.2, 0.4]"
0.2974744416308889,0,train,"(0.2, 0.4]"
0.7449546168726788,1,train,"(0.6, 0.8]"
0.29679937020613084,0,train,"(0.2, 0.4]"
0.2975793594063361,0,train,"(0.2, 0.4]"
0.6116040260759786,1,train,"(0.6, 0.8]"
0.2968540294431366,0,train,"(0.2, 0.4]"
0.3002923668129794,0,train,"(0.2, 0.4]"
0.30155977082009233,0,train,"(0.2, 0.4]"
0.30216550081799043,0,train,"(0.2, 0.4]"
0.31137177075562206,1,train,"(0.2, 0.4]"
0.30474797325121894,0,train,"(0.2, 0.4]"
0.3974302430775404,0,train,"(0.2, 0.4]"
0.531067411365812,0,train,"(0.4, 0.6]"
0.47736305376692517,1,train,"(0.4, 0.6]"
0.2936235045906117,1,train,"(0.2, 0.4]"
0.3033959296947194,0,train,"(0.2, 0.4]"
0.3024824796669507,0,train,"(0.2, 0.4]"
0.6956685901437967,1,train,"(0.6, 0.8]"
0.30018106440126024,0,train,"(0.2, 0.4]"
0.29905321686717484,0,train,"(0.2, 0.4]"
0.3005826846282646,1,train,"(0.2, 0.4]"
0.3196350682059031,1,train,"(0.2, 0.4]"
0.43252497394123207,0,train,"(0.4, 0.6]"
0.7256496630374271,0,train,"(0.6, 0.8]"
0.29779377286435477,0,train,"(0.2, 0.4]"
0.3418055801434162,1,train,"(0.2, 0.4]"
0.3467554938029833,1,train,"(0.2, 0.4]"
0.30379066832509144,0,train,"(0.2, 0.4]"
0.29781159321069384,0,train,"(0.2, 0.4]"
0.2986857177912836,0,train,"(0.2, 0.4]"
0.2958940262394787,0,train,"(0.2, 0.4]"
0.2957585778983155,0,train,"(0.2, 0.4]"
0.29862854906021125,0,train,"(0.2, 0.4]"
0.30483013901127803,1,train,"(0.2, 0.4]"
0.7449523113860992,1,train,"(0.6, 0.8]"
0.6739797759960098,1,train,"(0.6, 0.8]"
0.32077298598394466,1,train,"(0.2, 0.4]"
0.30934032638211156,0,train,"(0.2, 0.4]"
0.30654961469615927,1,train,"(0.2, 0.4]"
0.2957585778983155,0,train,"(0.2, 0.4]"
0.7577980482029706,1,train,"(0.6, 0.8]"
0.5250014788839056,0,train,"(0.4, 0.6]"
0.3062048276641365,0,train,"(0.2, 0.4]"
0.30934251351938463,1,train,"(0.2, 0.4]"
0.2971773544479496,1,train,"(0.2, 0.4]"
0.7602670299453982,0,train,"(0.6, 0.8]"
0.2906858963360194,0,train,"(0.2, 0.4]"
0.2957585778983155,0,train,"(0.2, 0.4]"
0.3744064318772841,0,train,"(0.2, 0.4]"
0.3672571566741017,1,train,"(0.2, 0.4]"
0.2996055927839336,0,train,"(0.2, 0.4]"
0.29670702944614386,0,train,"(0.2, 0.4]"
0.6809057535666775,1,train,"(0.6, 0.8]"
0.568533611446632,1,train,"(0.4, 0.6]"
0.36054668532540046,1,train,"(0.2, 0.4]"
0.34437457471360194,0,train,"(0.2, 0.4]"
0.47820253125111634,1,train,"(0.4, 0.6]"
0.2868467288002225,1,train,"(0.2, 0.4]"
0.2979468279591415,0,train,"(0.2, 0.4]"
0.8038276555306577,0,train,"(0.8, 1.0]"
0.5250014788839056,0,train,"(0.4, 0.6]"
0.2992763803929604,0,train,"(0.2, 0.4]"
0.43628834113155396,0,train,"(0.4, 0.6]"
0.6327515211850562,1,train,"(0.6, 0.8]"
0.32912060234572155,0,train,"(0.2, 0.4]"
0.31485677443722854,0,train,"(0.2, 0.4]"
0.31193880543529107,1,train,"(0.2, 0.4]"
0.3638249720250936,1,train,"(0.2, 0.4]"
0.4794884431903169,1,train,"(0.4, 0.6]"
0.2957006399356738,0,train,"(0.2, 0.4]"
0.2957006399356738,0,train,"(0.2, 0.4]"
0.30031463346087484,0,train,"(0.2, 0.4]"
0.30938286307734336,0,train,"(0.2, 0.4]"
0.4777128038478406,1,train,"(0.4, 0.6]"
0.30640310435504836,1,train,"(0.2, 0.4]"
0.30369430698443206,1,train,"(0.2, 0.4]"
0.32918113390561,1,train,"(0.2, 0.4]"
0.2891425324189875,0,train,"(0.2, 0.4]"
0.2882717121944623,0,train,"(0.2, 0.4]"
0.30662898890526635,0,train,"(0.2, 0.4]"
0.29579696875934053,0,train,"(0.2, 0.4]"
0.3032140731601431,0,train,"(0.2, 0.4]"
0.29472428877772355,0,train,"(0.2, 0.4]"
0.3593725727979777,0,train,"(0.2, 0.4]"
0.30081160119604305,1,train,"(0.2, 0.4]"
0.2999122447850366,1,train,"(0.2, 0.4]"
0.2957585778983155,0,train,"(0.2, 0.4]"
0.32085506939382796,1,train,"(0.2, 0.4]"
0.3025720604611866,0,train,"(0.2, 0.4]"
0.3643395483278643,0,train,"(0.2, 0.4]"
0.3077034993628226,1,train,"(0.2, 0.4]"
0.30487698215728953,1,train,"(0.2, 0.4]"
0.3048728001468025,1,train,"(0.2, 0.4]"
0.2995787091614421,0,train,"(0.2, 0.4]"
0.30491361502410885,0,train,"(0.2, 0.4]"
0.3048728001468025,1,train,"(0.2, 0.4]"
0.3048728001468025,1,train,"(0.2, 0.4]"
0.29523455150897904,0,train,"(0.2, 0.4]"
0.3003779977549585,0,train,"(0.2, 0.4]"
0.6975304673315947,0,train,"(0.6, 0.8]"
0.29796877312157083,0,train,"(0.2, 0.4]"
0.7237753298706395,1,train,"(0.6, 0.8]"
0.3279716515838222,1,train,"(0.2, 0.4]"
0.3069795399238607,0,train,"(0.2, 0.4]"
0.2969568184238215,1,train,"(0.2, 0.4]"
0.29732375387177296,0,train,"(0.2, 0.4]"
0.3033959296947194,0,train,"(0.2, 0.4]"
0.3014048754794394,1,train,"(0.2, 0.4]"
0.29873627238299966,0,train,"(0.2, 0.4]"
0.7053534936438055,0,train,"(0.6, 0.8]"
0.3093394440612583,0,train,"(0.2, 0.4]"
0.7270253501280483,0,train,"(0.6, 0.8]"
0.29484495630351004,0,train,"(0.2, 0.4]"
0.34038188701486555,1,train,"(0.2, 0.4]"
0.30405983032270234,1,train,"(0.2, 0.4]"
0.4288691733993549,0,train,"(0.4, 0.6]"
0.7699935738248589,1,train,"(0.6, 0.8]"
0.3155259970923918,0,train,"(0.2, 0.4]"
0.3198091665201936,0,train,"(0.2, 0.4]"
0.3183734041741446,1,train,"(0.2, 0.4]"
0.2974472490165051,0,train,"(0.2, 0.4]"
0.3162497213778347,0,train,"(0.2, 0.4]"
0.30415818189954574,0,train,"(0.2, 0.4]"
0.3062004701299241,1,train,"(0.2, 0.4]"
0.7865223389441683,1,train,"(0.6, 0.8]"
0.3024432703213872,1,train,"(0.2, 0.4]"
0.6854151649162618,1,train,"(0.6, 0.8]"
0.7716172982320976,1,train,"(0.6, 0.8]"
0.44262264389536093,0,train,"(0.4, 0.6]"
0.2947894825676765,0,train,"(0.2, 0.4]"
0.4411731259249418,1,train,"(0.4, 0.6]"
0.3155259970923918,0,train,"(0.2, 0.4]"
0.30583690970860167,1,train,"(0.2, 0.4]"
0.29610568040511226,0,train,"(0.2, 0.4]"
0.2926610298969082,1,train,"(0.2, 0.4]"
0.29465764626140856,0,train,"(0.2, 0.4]"
0.2986409112995475,1,train,"(0.2, 0.4]"
0.3377901670532828,1,train,"(0.2, 0.4]"
0.7589105951816467,1,train,"(0.6, 0.8]"
0.5250014788839056,0,train,"(0.4, 0.6]"
0.3029700147439811,1,train,"(0.2, 0.4]"
0.305934244140602,0,train,"(0.2, 0.4]"
0.2997381608479342,0,train,"(0.2, 0.4]"
0.2967466167008459,0,train,"(0.2, 0.4]"
